date,assets,hora_inicio,hora_fin,total_volumen,monto_total,capitalizacion_total,tendencia_general,volatilidad_promedio,sentimiento_positivo,sentimiento_negativo,rango_promedio,indice_promedio,indice_maximo,indice_minimo,liquidez_media,numero_total_trades,capitalizacion_promedio,precio_promedio_acumulado,precio_maximo_acumulado,tendencia_promedio
2026-03-02,160,2026-03-02T09:23:38.603000,2026-03-02T16:05:04.686000,2380427626.0,197622882566.54617,196456534081.39502,neutral,0.011269664555218765,18.125,46.25,136.60785624999997,82.5299336705795,84.85175048326758,81.66766788298062,0.012045303636325774,94979,1227853338.008719,23818.95691875,3824799.167,-0.6530979059879313
